Entity,Code,Date,"Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (YYG, lower)","Daily new estimated infections of COVID-19 (YYG, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Andorra,AND,2021-02-25,,,,27
Andorra,AND,2021-02-26,,,,25.28571
Andorra,AND,2021-02-27,,,,25.28571
Andorra,AND,2021-02-28,,,,23.85714
Andorra,AND,2021-03-01,,,,25.28571
Angola,AGO,2020-03-22,,,,0.66667
Angola,AGO,2020-03-23,,,,0.75
Angola,AGO,2020-03-24,,,,0.6
Angola,AGO,2020-03-25,,,,0.5
Angola,AGO,2020-03-26,,,,0.57143
Angola,AGO,2020-03-27,,,,0.42857
Angola,AGO,2020-03-28,,,,0.42857
Angola,AGO,2020-03-29,,,,0.71429
Angola,AGO,2020-03-30,,,,0.57143
Angola,AGO,2020-03-31,,,,0.57143
Angola,AGO,2020-04-01,,,,0.71429
Angola,AGO,2020-04-02,,,,0.57143
Angola,AGO,2020-04-03,,,,0.57143
Angola,AGO,2020-04-04,,,,0.71429
Angola,AGO,2020-04-05,,,,1
Angola,AGO,2020-04-06,,,,1.28571
Angola,AGO,2020-04-07,,,,1.42857
Angola,AGO,2020-04-08,,,,1.57143
Angola,AGO,2020-04-09,,,,1.57143
Angola,AGO,2020-04-10,,,,1.57143
Angola,AGO,2020-04-11,,,,1.28571
Angola,AGO,2020-04-12,,,,0.71429
Angola,AGO,2020-04-13,,,,0.42857
Angola,AGO,2020-04-14,,,,0.28571
Angola,AGO,2020-04-15,,,,0
Angola,AGO,2020-04-16,,,,0
Angola,AGO,2020-04-17,,,,0
Angola,AGO,2020-04-18,,,,0.71429
Angola,AGO,2020-04-19,,,,0.71429
Angola,AGO,2020-04-20,,,,0.71429
Angola,AGO,2020-04-21,,,,0.71429
Angola,AGO,2020-04-22,,,,0.85714
Angola,AGO,2020-04-23,,,,0.85714
Angola,AGO,2020-04-24,,,,0.85714
Angola,AGO,2020-04-25,,,,0.14286
Angola,AGO,2020-04-26,,,,0.28571
Angola,AGO,2020-04-27,,,,0.42857
Angola,AGO,2020-04-28,,,,0.42857
Angola,AGO,2020-04-29,,,,0.28571
Angola,AGO,2020-04-30,,,,0.28571
Angola,AGO,2020-05-01,,,,0.71429
Angola,AGO,2020-05-02,,,,1.42857
Angola,AGO,2020-05-03,,,,1.28571
Angola,AGO,2020-05-04,,,,1.14286
Angola,AGO,2020-05-05,,,,1.28571
Angola,AGO,2020-05-06,,,,1.28571
Angola,AGO,2020-05-07,,,,1.28571
Angola,AGO,2020-05-08,,,,1.85714
Angola,AGO,2020-05-09,,,,1.14286
Angola,AGO,2020-05-10,,,,1.42857
Angola,AGO,2020-05-11,,,,1.42857
Angola,AGO,2020-05-12,,,,1.28571
Angola,AGO,2020-05-13,,,,1.28571
Angola,AGO,2020-05-14,,,,1.71429
Angola,AGO,2020-05-15,,,,0.71429
Angola,AGO,2020-05-16,,,,0.71429
Angola,AGO,2020-05-17,,,,0.42857
Angola,AGO,2020-05-18,,,,0.71429
Angola,AGO,2020-05-19,,,,1
Angola,AGO,2020-05-20,,,,1
Angola,AGO,2020-05-21,,,,1.42857
Angola,AGO,2020-05-22,,,,1.71429
Angola,AGO,2020-05-23,,,,1.85714
Angola,AGO,2020-05-24,,,,3
Angola,AGO,2020-05-25,,,,2.85714
Angola,AGO,2020-05-26,,,,2.57143
Angola,AGO,2020-05-27,,,,2.71429
Angola,AGO,2020-05-28,,,,2.28571
Angola,AGO,2020-05-29,,,,3
Angola,AGO,2020-05-30,,,,3.28571
Angola,AGO,2020-05-31,,,,2.42857
Angola,AGO,2020-06-01,,,,2.28571
Angola,AGO,2020-06-02,,,,2.28571
Angola,AGO,2020-06-03,,,,2.14286
Angola,AGO,2020-06-04,,,,1.71429
Angola,AGO,2020-06-05,,,,0.71429
Angola,AGO,2020-06-06,,,,0.57143
Angola,AGO,2020-06-07,,,,0.71429
Angola,AGO,2020-06-08,,,,0.85714
Angola,AGO,2020-06-09,,,,1.42857
Angola,AGO,2020-06-10,,,,3.85714
Angola,AGO,2020-06-11,,,,4.57143
Angola,AGO,2020-06-12,,,,6.28571
Angola,AGO,2020-06-13,,,,7.14286
Angola,AGO,2020-06-14,,,,7
Angola,AGO,2020-06-15,,,,7.14286
Angola,AGO,2020-06-16,,,,7.42857
Angola,AGO,2020-06-17,,,,6
Angola,AGO,2020-06-18,,,,6.85714
Angola,AGO,2020-06-19,,,,6
Angola,AGO,2020-06-20,,,,5.42857
Angola,AGO,2020-06-21,,,,6.14286
Angola,AGO,2020-06-22,,,,6.28571
Angola,AGO,2020-06-23,,,,5.85714
Angola,AGO,2020-06-24,,,,6
Angola,AGO,2020-06-25,,,,6.57143
Angola,AGO,2020-06-26,,,,5.71429
Angola,AGO,2020-06-27,,,,11.85714
Angola,AGO,2020-06-28,,,,12
Angola,AGO,2020-06-29,,,,12.85714
Angola,AGO,2020-06-30,,,,13.57143
Angola,AGO,2020-07-01,,,,13.42857
Angola,AGO,2020-07-02,,,,14.71429
Angola,AGO,2020-07-03,,,,16.57143
Angola,AGO,2020-07-04,,,,12.42857
Angola,AGO,2020-07-05,,,,11.28571
Angola,AGO,2020-07-06,,,,10
Angola,AGO,2020-07-07,,,,14.57143
Angola,AGO,2020-07-08,,,,13.57143
Angola,AGO,2020-07-09,,,,11.57143
Angola,AGO,2020-07-10,,,,18.57143
Angola,AGO,2020-07-11,,,,16.57143
Angola,AGO,2020-07-12,,,,22.85714
Angola,AGO,2020-07-13,,,,25.57143
Angola,AGO,2020-07-14,,,,22.14286
Angola,AGO,2020-07-15,,,,27.14286
Angola,AGO,2020-07-16,,,,30.14286
Angola,AGO,2020-07-17,,,,25.71429
Angola,AGO,2020-07-18,,,,32.14286
Angola,AGO,2020-07-19,,,,28.42857
Angola,AGO,2020-07-20,,,,32
Angola,AGO,2020-07-21,,,,34
Angola,AGO,2020-07-22,,,,33.71429
Angola,AGO,2020-07-23,,,,34.85714
Angola,AGO,2020-07-24,,,,34.57143
Angola,AGO,2020-07-25,,,,32.71429
Angola,AGO,2020-07-26,,,,32.42857
Angola,AGO,2020-07-27,,,,28.71429
Angola,AGO,2020-07-28,,,,31.57143
Angola,AGO,2020-07-29,,,,38
Angola,AGO,2020-07-30,,,,36.85714
Angola,AGO,2020-07-31,,,,38.28571
Angola,AGO,2020-08-01,,,,35.42857
Angola,AGO,2020-08-02,,,,38.14286
Angola,AGO,2020-08-03,,,,47.14286
Angola,AGO,2020-08-04,,,,49.14286
Angola,AGO,2020-08-05,,,,45.28571
Angola,AGO,2020-08-06,,,,53.42857
Angola,AGO,2020-08-07,,,,55.71429
Angola,AGO,2020-08-08,,,,58.28571
Angola,AGO,2020-08-09,,,,67.57143
Angola,AGO,2020-08-10,,,,57
Angola,AGO,2020-08-11,,,,55.85714
Angola,AGO,2020-08-12,,,,52.42857
Angola,AGO,2020-08-13,,,,47.42857
Angola,AGO,2020-08-14,,,,44.85714
Angola,AGO,2020-08-15,,,,43.85714
Angola,AGO,2020-08-16,,,,33.42857
Angola,AGO,2020-08-17,,,,36.57143
Angola,AGO,2020-08-18,,,,33
Angola,AGO,2020-08-19,,,,36.14286
Angola,AGO,2020-08-20,,,,32.71429
Angola,AGO,2020-08-21,,,,30.85714
Angola,AGO,2020-08-22,,,,36.42857
Angola,AGO,2020-08-23,,,,37.85714
Angola,AGO,2020-08-24,,,,41
Angola,AGO,2020-08-25,,,,45.28571
Angola,AGO,2020-08-26,,,,45.28571
Angola,AGO,2020-08-27,,,,53
Angola,AGO,2020-08-28,,,,57.57143
Angola,AGO,2020-08-29,,,,59.57143
Angola,AGO,2020-08-30,,,,64.71429
Angola,AGO,2020-08-31,,,,61.71429
Angola,AGO,2020-09-01,,,,63.71429
Angola,AGO,2020-09-02,,,,63.57143
Angola,AGO,2020-09-03,,,,55.71429
Angola,AGO,2020-09-04,,,,57.85714
Angola,AGO,2020-09-05,,,,54.85714
Angola,AGO,2020-09-06,,,,48.71429
Angola,AGO,2020-09-07,,,,46.71429
Angola,AGO,2020-09-08,,,,43.42857
Angola,AGO,2020-09-09,,,,45
Angola,AGO,2020-09-10,,,,58.85714
Angola,AGO,2020-09-11,,,,57.57143
Angola,AGO,2020-09-12,,,,57.14286
Angola,AGO,2020-09-13,,,,60.42857
Angola,AGO,2020-09-14,,,,65.42857
Angola,AGO,2020-09-15,,,,76.57143
Angola,AGO,2020-09-16,,,,83.28571
Angola,AGO,2020-09-17,,,,81.71429
Angola,AGO,2020-09-18,,,,81.28571
Angola,AGO,2020-09-19,,,,80.85714
Angola,AGO,2020-09-20,,,,86.14286
Angola,AGO,2020-09-21,,,,96.85714
Angola,AGO,2020-09-22,,,,95.28571
Angola,AGO,2020-09-23,,,,98.28571
Angola,AGO,2020-09-24,,,,98
Angola,AGO,2020-09-25,,,,106
Angola,AGO,2020-09-26,,,,110.14286
Angola,AGO,2020-09-27,,,,103.85714
Angola,AGO,2020-09-28,,,,97.14286
Angola,AGO,2020-09-29,,,,95.57143
Angola,AGO,2020-09-30,,,,87
Angola,AGO,2020-10-01,,,,91.28571
Angola,AGO,2020-10-02,,,,88.71429
Angola,AGO,2020-10-03,,,,99.71429
Angola,AGO,2020-10-04,,,,97.71429
Angola,AGO,2020-10-05,,,,104.71429
Angola,AGO,2020-10-06,,,,117.14286
Angola,AGO,2020-10-07,,,,107.57143
Angola,AGO,2020-10-08,,,,120.57143
Angola,AGO,2020-10-09,,,,117.14286
Angola,AGO,2020-10-10,,,,125.14286
Angola,AGO,2020-10-11,,,,137.71429
Angola,AGO,2020-10-12,,,,136.85714
Angola,AGO,2020-10-13,,,,136.42857
Angola,AGO,2020-10-14,,,,160.14286
Angola,AGO,2020-10-15,,,,162.57143
Angola,AGO,2020-10-16,,,,170.14286
Angola,AGO,2020-10-17,,,,173.71429
Angola,AGO,2020-10-18,,,,179.42857
Angola,AGO,2020-10-19,,,,191.57143
Angola,AGO,2020-10-20,,,,195.57143
Angola,AGO,2020-10-21,,,,213.14286
Angola,AGO,2020-10-22,,,,212.28571
Angola,AGO,2020-10-23,,,,229.57143
Angola,AGO,2020-10-24,,,,223.42857
Angola,AGO,2020-10-25,,,,251.28571
Angola,AGO,2020-10-26,,,,259.28571
Angola,AGO,2020-10-27,,,,260.28571
Angola,AGO,2020-10-28,,,,248
Angola,AGO,2020-10-29,,,,241
Angola,AGO,2020-10-30,,,,247
Angola,AGO,2020-10-31,,,,254.14286
Angola,AGO,2020-11-01,,,,236.28571
Angola,AGO,2020-11-02,,,,226.28571
Angola,AGO,2020-11-03,,,,243.71429
Angola,AGO,2020-11-04,,,,248.42857
Angola,AGO,2020-11-05,,,,261.85714
Angola,AGO,2020-11-06,,,,237.85714
Angola,AGO,2020-11-07,,,,218.57143
Angola,AGO,2020-11-08,,,,199.71429
Angola,AGO,2020-11-09,,,,207.42857
Angola,AGO,2020-11-10,,,,177
Angola,AGO,2020-11-11,,,,162.85714
Angola,AGO,2020-11-12,,,,135.85714
Angola,AGO,2020-11-13,,,,143.57143
Angola,AGO,2020-11-14,,,,148.42857
Angola,AGO,2020-11-15,,,,145.42857
Angola,AGO,2020-11-16,,,,133.57143
Angola,AGO,2020-11-17,,,,143.14286
Angola,AGO,2020-11-18,,,,138.42857
Angola,AGO,2020-11-19,,,,154.42857
Angola,AGO,2020-11-20,,,,148.42857
Angola,AGO,2020-11-21,,,,148.42857
Angola,AGO,2020-11-22,,,,148.85714
Angola,AGO,2020-11-23,,,,145.57143
Angola,AGO,2020-11-24,,,,132
Angola,AGO,2020-11-25,,,,128.42857
Angola,AGO,2020-11-26,,,,112.28571
Angola,AGO,2020-11-27,,,,105.85714
Angola,AGO,2020-11-28,,,,96.28571
Angola,AGO,2020-11-29,,,,87.14286
Angola,AGO,2020-11-30,,,,72.14286
Angola,AGO,2020-12-01,,,,72.71429
Angola,AGO,2020-12-02,,,,71.14286
Angola,AGO,2020-12-03,,,,63
Angola,AGO,2020-12-04,,,,69.28571
Angola,AGO,2020-12-05,,,,64.14286
Angola,AGO,2020-12-06,,,,69.71429
Angola,AGO,2020-12-07,,,,72.71429
Angola,AGO,2020-12-08,,,,68.28571
Angola,AGO,2020-12-09,,,,69.28571
Angola,AGO,2020-12-10,,,,80.57143
Angola,AGO,2020-12-11,,,,81.14286
Angola,AGO,2020-12-12,,,,89.28571
Angola,AGO,2020-12-13,,,,85.28571
Angola,AGO,2020-12-14,,,,89.85714
Angola,AGO,2020-12-15,,,,90.42857
Angola,AGO,2020-12-16,,,,86.14286
Angola,AGO,2020-12-17,,,,79.85714
Angola,AGO,2020-12-18,,,,71.57143
Angola,AGO,2020-12-19,,,,66.42857
Angola,AGO,2020-12-20,,,,65.14286
Angola,AGO,2020-12-21,,,,58.42857
Angola,AGO,2020-12-22,,,,62.85714
Angola,AGO,2020-12-23,,,,74.85714
Angola,AGO,2020-12-24,,,,77.85714
Angola,AGO,2020-12-25,,,,76.71429
Angola,AGO,2020-12-26,,,,74.71429
Angola,AGO,2020-12-27,,,,85.14286
Angola,AGO,2020-12-28,,,,87.14286
Angola,AGO,2020-12-29,,,,81.28571
Angola,AGO,2020-12-30,,,,71.71429
Angola,AGO,2020-12-31,,,,74.85714
Angola,AGO,2021-01-01,,,,67
Angola,AGO,2021-01-02,,,,65.57143
Angola,AGO,2021-01-03,,,,57.42857
Angola,AGO,2021-01-04,,,,55.42857
Angola,AGO,2021-01-05,,,,55
Angola,AGO,2021-01-06,,,,61.57143
Angola,AGO,2021-01-07,,,,60.14286
Angola,AGO,2021-01-08,,,,71.14286
Angola,AGO,2021-01-09,,,,78.28571
Angola,AGO,2021-01-10,,,,78.71429
Angola,AGO,2021-01-11,,,,81.42857
Angola,AGO,2021-01-12,,,,83.85714
Angola,AGO,2021-01-13,,,,80.14286
Angola,AGO,2021-01-14,,,,91.28571
Angola,AGO,2021-01-15,,,,87.57143
Angola,AGO,2021-01-16,,,,87
Angola,AGO,2021-01-17,,,,97.42857
Angola,AGO,2021-01-18,,,,96
Angola,AGO,2021-01-19,,,,95.42857
Angola,AGO,2021-01-20,,,,95.42857
Angola,AGO,2021-01-21,,,,80.57143
Angola,AGO,2021-01-22,,,,84.28571
Angola,AGO,2021-01-23,,,,86
Angola,AGO,2021-01-24,,,,74.85714
Angola,AGO,2021-01-25,,,,78.57143
Angola,AGO,2021-01-26,,,,77.42857
Angola,AGO,2021-01-27,,,,69.57143
Angola,AGO,2021-01-28,,,,70.71429
Angola,AGO,2021-01-29,,,,64.85714
Angola,AGO,2021-01-30,,,,59.28571
Angola,AGO,2021-01-31,,,,56.71429
Angola,AGO,2021-02-01,,,,50.42857
Angola,AGO,2021-02-02,,,,49.57143
Angola,AGO,2021-02-03,,,,51
Angola,AGO,2021-02-04,,,,46.28571
Angola,AGO,2021-02-05,,,,43.85714
Angola,AGO,2021-02-06,,,,40
Angola,AGO,2021-02-07,,,,41.42857
Angola,AGO,2021-02-08,,,,40.42857
Angola,AGO,2021-02-09,,,,37.57143
Angola,AGO,2021-02-10,,,,39
Angola,AGO,2021-02-11,,,,37.85714
Angola,AGO,2021-02-12,,,,37.71429
Angola,AGO,2021-02-13,,,,38.14286
Angola,AGO,2021-02-14,,,,40
Angola,AGO,2021-02-15,,,,38.42857
Angola,AGO,2021-02-16,,,,32.28571
Angola,AGO,2021-02-17,,,,27.14286
Angola,AGO,2021-02-18,,,,27.28571
Angola,AGO,2021-02-19,,,,26.28571
Angola,AGO,2021-02-20,,,,24.28571
Angola,AGO,2021-02-21,,,,21.85714
Angola,AGO,2021-02-22,,,,23.85714
Angola,AGO,2021-02-23,,,,27.85714
Angola,AGO,2021-02-24,,,,34.28571
Angola,AGO,2021-02-25,,,,34.71429
Angola,AGO,2021-02-26,,,,40.14286
Angola,AGO,2021-02-27,,,,40.42857
Angola,AGO,2021-02-28,,,,41.14286
Angola,AGO,2021-03-01,,,,43.71429
Antigua and Barbuda,ATG,2020-03-15,,,,0.33333
Antigua and Barbuda,ATG,2020-03-16,,,,0.25
Antigua and Barbuda,ATG,2020-03-17,,,,0.2
Antigua and Barbuda,ATG,2020-03-18,,,,0.16667
Antigua and Barbuda,ATG,2020-03-19,,,,0.14286
Antigua and Barbuda,ATG,2020-03-20,,,,0
Antigua and Barbuda,ATG,2020-03-21,,,,0
Antigua and Barbuda,ATG,2020-03-22,,,,0
Antigua and Barbuda,ATG,2020-03-23,,,,0.28571
Antigua and Barbuda,ATG,2020-03-24,,,,0.28571
Antigua and Barbuda,ATG,2020-03-25,,,,0.28571
Antigua and Barbuda,ATG,2020-03-26,,,,0.85714
Antigua and Barbuda,ATG,2020-03-27,,,,0.85714
Antigua and Barbuda,ATG,2020-03-28,,,,0.85714
Antigua and Barbuda,ATG,2020-03-29,,,,0.85714
Antigua and Barbuda,ATG,2020-03-30,,,,0.57143
Antigua and Barbuda,ATG,2020-03-31,,,,0.57143
Antigua and Barbuda,ATG,2020-04-01,,,,0.57143
Antigua and Barbuda,ATG,2020-04-02,,,,0.28571
Antigua and Barbuda,ATG,2020-04-03,,,,1.14286
Antigua and Barbuda,ATG,2020-04-04,,,,1.14286
Antigua and Barbuda,ATG,2020-04-05,,,,1.14286
Antigua and Barbuda,ATG,2020-04-06,,,,1.14286
Antigua and Barbuda,ATG,2020-04-07,,,,1.71429
Antigua and Barbuda,ATG,2020-04-08,,,,1.71429
Antigua and Barbuda,ATG,2020-04-09,,,,1.42857
Antigua and Barbuda,ATG,2020-04-10,,,,0.57143
Antigua and Barbuda,ATG,2020-04-11,,,,0.85714
Antigua and Barbuda,ATG,2020-04-12,,,,0.85714
Antigua and Barbuda,ATG,2020-04-13,,,,1.14286
Antigua and Barbuda,ATG,2020-04-14,,,,0.57143
Antigua and Barbuda,ATG,2020-04-15,,,,0.57143
Antigua and Barbuda,ATG,2020-04-16,,,,0.57143
Antigua and Barbuda,ATG,2020-04-17,,,,0.57143
Antigua and Barbuda,ATG,2020-04-18,,,,0.28571
Antigua and Barbuda,ATG,2020-04-19,,,,0.28571
Antigua and Barbuda,ATG,2020-04-20,,,,0
Antigua and Barbuda,ATG,2020-04-21,,,,0
Antigua and Barbuda,ATG,2020-04-22,,,,0.14286
Antigua and Barbuda,ATG,2020-04-23,,,,0.14286
Antigua and Barbuda,ATG,2020-04-24,,,,0.14286
Antigua and Barbuda,ATG,2020-04-25,,,,0.14286
Antigua and Barbuda,ATG,2020-04-26,,,,0.14286
Antigua and Barbuda,ATG,2020-04-27,,,,0.14286
Antigua and Barbuda,ATG,2020-04-28,,,,0.14286
Antigua and Barbuda,ATG,2020-04-29,,,,0
Antigua and Barbuda,ATG,2020-04-30,,,,0
Antigua and Barbuda,ATG,2020-05-01,,,,0.14286
Antigua and Barbuda,ATG,2020-05-02,,,,0.14286
Antigua and Barbuda,ATG,2020-05-03,,,,0.14286
Antigua and Barbuda,ATG,2020-05-04,,,,0.14286
Antigua and Barbuda,ATG,2020-05-05,,,,0.14286
Antigua and Barbuda,ATG,2020-05-06,,,,0.14286
Antigua and Barbuda,ATG,2020-05-07,,,,0.14286
Antigua and Barbuda,ATG,2020-05-08,,,,0
Antigua and Barbuda,ATG,2020-05-09,,,,0
Antigua and Barbuda,ATG,2020-05-10,,,,0
Antigua and Barbuda,ATG,2020-05-11,,,,0
Antigua and Barbuda,ATG,2020-05-12,,,,0
Antigua and Barbuda,ATG,2020-05-13,,,,0
Antigua and Barbuda,ATG,2020-05-14,,,,0
Antigua and Barbuda,ATG,2020-05-15,,,,0
Antigua and Barbuda,ATG,2020-05-16,,,,0
Antigua and Barbuda,ATG,2020-05-17,,,,0
Antigua and Barbuda,ATG,2020-05-18,,,,0
Antigua and Barbuda,ATG,2020-05-19,,,,0
Antigua and Barbuda,ATG,2020-05-20,,,,0
Antigua and Barbuda,ATG,2020-05-21,,,,0
Antigua and Barbuda,ATG,2020-05-22,,,,0
Antigua and Barbuda,ATG,2020-05-23,,,,0
Antigua and Barbuda,ATG,2020-05-24,,,,0
Antigua and Barbuda,ATG,2020-05-25,,,,0
Antigua and Barbuda,ATG,2020-05-26,,,,0
Antigua and Barbuda,ATG,2020-05-27,,,,0
Antigua and Barbuda,ATG,2020-05-28,,,,0
Antigua and Barbuda,ATG,2020-05-29,,,,0
Antigua and Barbuda,ATG,2020-05-30,,,,0
Antigua and Barbuda,ATG,2020-05-31,,,,0.14286
Antigua and Barbuda,ATG,2020-06-01,,,,0.14286
Antigua and Barbuda,ATG,2020-06-02,,,,0.14286
Antigua and Barbuda,ATG,2020-06-03,,,,0.14286
Antigua and Barbuda,ATG,2020-06-04,,,,0.14286
Antigua and Barbuda,ATG,2020-06-05,,,,0.14286
Antigua and Barbuda,ATG,2020-06-06,,,,0.14286
Antigua and Barbuda,ATG,2020-06-07,,,,0
Antigua and Barbuda,ATG,2020-06-08,,,,0
Antigua and Barbuda,ATG,2020-06-09,,,,0
Antigua and Barbuda,ATG,2020-06-10,,,,0
Antigua and Barbuda,ATG,2020-06-11,,,,0
Antigua and Barbuda,ATG,2020-06-12,,,,0
Antigua and Barbuda,ATG,2020-06-13,,,,0
Antigua and Barbuda,ATG,2020-06-14,,,,0
Antigua and Barbuda,ATG,2020-06-15,,,,0
Antigua and Barbuda,ATG,2020-06-16,,,,0
Antigua and Barbuda,ATG,2020-06-17,,,,0
Antigua and Barbuda,ATG,2020-06-18,,,,0
Antigua and Barbuda,ATG,2020-06-19,,,,0
Antigua and Barbuda,ATG,2020-06-20,,,,0
Antigua and Barbuda,ATG,2020-06-21,,,,0
Antigua and Barbuda,ATG,2020-06-22,,,,0
Antigua and Barbuda,ATG,2020-06-23,,,,0
Antigua and Barbuda,ATG,2020-06-24,,,,0
Antigua and Barbuda,ATG,2020-06-25,,,,5.57143
Antigua and Barbuda,ATG,2020-06-26,,,,5.57143
Antigua and Barbuda,ATG,2020-06-27,,,,5.57143
Antigua and Barbuda,ATG,2020-06-28,,,,6.14286
Antigua and Barbuda,ATG,2020-06-29,,,,6.14286
Antigua and Barbuda,ATG,2020-06-30,,,,6.14286
Antigua and Barbuda,ATG,2020-07-01,,,,6.14286
Antigua and Barbuda,ATG,2020-07-02,,,,0.57143
Antigua and Barbuda,ATG,2020-07-03,,,,0.42857
Antigua and Barbuda,ATG,2020-07-04,,,,0.42857
Antigua and Barbuda,ATG,2020-07-05,,,,-0.14286
Antigua and Barbuda,ATG,2020-07-06,,,,0.14286
Antigua and Barbuda,ATG,2020-07-07,,,,0.14286
Antigua and Barbuda,ATG,2020-07-08,,,,0.14286
Antigua and Barbuda,ATG,2020-07-09,,,,0.57143
Antigua and Barbuda,ATG,2020-07-10,,,,0.85714
Antigua and Barbuda,ATG,2020-07-11,,,,0.85714
Antigua and Barbuda,ATG,2020-07-12,,,,0.85714
Antigua and Barbuda,ATG,2020-07-13,,,,0.57143
Antigua and Barbuda,ATG,2020-07-14,,,,0.57143
Antigua and Barbuda,ATG,2020-07-15,,,,0.57143
Antigua and Barbuda,ATG,2020-07-16,,,,0.14286
Antigua and Barbuda,ATG,2020-07-17,,,,0.28571
Antigua and Barbuda,ATG,2020-07-18,,,,0.28571
Antigua and Barbuda,ATG,2020-07-19,,,,0.28571
Antigua and Barbuda,ATG,2020-07-20,,,,0.28571
Antigua and Barbuda,ATG,2020-07-21,,,,0.28571
Antigua and Barbuda,ATG,2020-07-22,,,,0.28571
Antigua and Barbuda,ATG,2020-07-23,,,,0.28571
Antigua and Barbuda,ATG,2020-07-24,,,,0.85714
Antigua and Barbuda,ATG,2020-07-25,,,,0.85714
Antigua and Barbuda,ATG,2020-07-26,,,,0.85714
Antigua and Barbuda,ATG,2020-07-27,,,,1.42857
Antigua and Barbuda,ATG,2020-07-28,,,,1.42857
Antigua and Barbuda,ATG,2020-07-29,,,,2.14286
Antigua and Barbuda,ATG,2020-07-30,,,,2.14286
Antigua and Barbuda,ATG,2020-07-31,,,,1.28571
Antigua and Barbuda,ATG,2020-08-01,,,,1.28571
Antigua and Barbuda,ATG,2020-08-02,,,,1.28571
Antigua and Barbuda,ATG,2020-08-03,,,,0.85714
Antigua and Barbuda,ATG,2020-08-04,,,,0.85714
Antigua and Barbuda,ATG,2020-08-05,,,,0.14286
Antigua and Barbuda,ATG,2020-08-06,,,,0.14286
Antigua and Barbuda,ATG,2020-08-07,,,,0.14286
Antigua and Barbuda,ATG,2020-08-08,,,,0.14286
Antigua and Barbuda,ATG,2020-08-09,,,,0.14286
Antigua and Barbuda,ATG,2020-08-10,,,,0
Antigua and Barbuda,ATG,2020-08-11,,,,0
Antigua and Barbuda,ATG,2020-08-12,,,,0
Antigua and Barbuda,ATG,2020-08-13,,,,0
Antigua and Barbuda,ATG,2020-08-14,,,,0.14286
Antigua and Barbuda,ATG,2020-08-15,,,,0.14286
Antigua and Barbuda,ATG,2020-08-16,,,,0.14286
Antigua and Barbuda,ATG,2020-08-17,,,,0.14286
Antigua and Barbuda,ATG,2020-08-18,,,,0.14286
Antigua and Barbuda,ATG,2020-08-19,,,,0.28571
Antigua and Barbuda,ATG,2020-08-20,,,,0.28571
Antigua and Barbuda,ATG,2020-08-21,,,,0.14286
Antigua and Barbuda,ATG,2020-08-22,,,,0.14286
Antigua and Barbuda,ATG,2020-08-23,,,,0.14286
Antigua and Barbuda,ATG,2020-08-24,,,,0.14286
Antigua and Barbuda,ATG,2020-08-25,,,,0.14286
Antigua and Barbuda,ATG,2020-08-26,,,,0
Antigua and Barbuda,ATG,2020-08-27,,,,0
Antigua and Barbuda,ATG,2020-08-28,,,,0
Antigua and Barbuda,ATG,2020-08-29,,,,0
Antigua and Barbuda,ATG,2020-08-30,,,,0
Antigua and Barbuda,ATG,2020-08-31,,,,0
Antigua and Barbuda,ATG,2020-09-01,,,,0
Antigua and Barbuda,ATG,2020-09-02,,,,0
Antigua and Barbuda,ATG,2020-09-03,,,,0.14286
Antigua and Barbuda,ATG,2020-09-04,,,,0.14286
Antigua and Barbuda,ATG,2020-09-05,,,,0.14286
Antigua and Barbuda,ATG,2020-09-06,,,,0.14286
Antigua and Barbuda,ATG,2020-09-07,,,,0.14286
Antigua and Barbuda,ATG,2020-09-08,,,,0.14286
Antigua and Barbuda,ATG,2020-09-09,,,,0.14286
Antigua and Barbuda,ATG,2020-09-10,,,,0
Antigua and Barbuda,ATG,2020-09-11,,,,0
Antigua and Barbuda,ATG,2020-09-12,,,,0
Antigua and Barbuda,ATG,2020-09-13,,,,0
Antigua and Barbuda,ATG,2020-09-14,,,,0
Antigua and Barbuda,ATG,2020-09-15,,,,0
Antigua and Barbuda,ATG,2020-09-16,,,,0
Antigua and Barbuda,ATG,2020-09-17,,,,0
Antigua and Barbuda,ATG,2020-09-18,,,,0
Antigua and Barbuda,ATG,2020-09-19,,,,0.14286
Antigua and Barbuda,ATG,2020-09-20,,,,0.14286
Antigua and Barbuda,ATG,2020-09-21,,,,0.14286
Antigua and Barbuda,ATG,2020-09-22,,,,0.14286
Antigua and Barbuda,ATG,2020-09-23,,,,0.28571
Antigua and Barbuda,ATG,2020-09-24,,,,0.28571
Antigua and Barbuda,ATG,2020-09-25,,,,0.42857
Antigua and Barbuda,ATG,2020-09-26,,,,0.28571
Antigua and Barbuda,ATG,2020-09-27,,,,0.71429
Antigua and Barbuda,ATG,2020-09-28,,,,0.71429
Antigua and Barbuda,ATG,2020-09-29,,,,0.71429
Antigua and Barbuda,ATG,2020-09-30,,,,0.57143
Antigua and Barbuda,ATG,2020-10-01,,,,0.57143
Antigua and Barbuda,ATG,2020-10-02,,,,1.14286
Antigua and Barbuda,ATG,2020-10-03,,,,1.28571
Antigua and Barbuda,ATG,2020-10-04,,,,0.85714
Antigua and Barbuda,ATG,2020-10-05,,,,0.85714
